Bronx 421A Exempt Properties as of FINAL Roll FY'16/17,,,,,,,,,,,,,,
Neighborhood Name and Descriptive Data is as of Final 16/17,,,,,,,,,,,,,,
"Unit information first from RPAD, if missing then from VISION.",,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE, RESIDENTIAL UNITS , COMMERCIAL UNITS , TOTAL UNITS , LAND SQUARE FEET , GROSS SQUARE FEET ,YEAR BUILT
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1375,R3,108 BEACON LANE                          ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1376,R3,110 BEACON LANE                          ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1377,R3,104 BEACON LANE                          ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1378,R3,106 BEACON LANE                          ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1379,R3,100 BEACON LANE                          ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1380,R3,102 BEACON LANE                          ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1381,R3,97 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1382,R3,99 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1383,R3,93 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1384,R3,95 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1385,R3,89 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1386,R3,91 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1387,R3,85 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1388,R3,87 ADMIRAL COURT                         ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1389,R3,96 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1390,R3,98 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1391,R3,92 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1392,R3,94 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1393,R3,88 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1394,R3,90 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1395,R3,84 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1396,R3,86 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1397,R3,80 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1398,R3,82 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1399,R3,76 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1400,R3,78 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1401,R3,72 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1402,R3,74 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1403,R3,68 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1404,R3,70 BEACON LANE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1405,R3,161 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1406,R3,163 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1407,R3,165 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1408,R3,167 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1409,R3,169 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1410,R3,171 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1411,R3,173 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1412,R3,175 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1413,R3,177 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1414,R3,179 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1415,R3,181 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1416,R3,183 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1417,R3,185 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1418,R3,187 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1419,R3,189 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1420,R3,191 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1421,R3,193 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1422,R3,195 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1423,R3,197 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1424,R3,199 SURF DRIVE                           ,10473,1,0,1,0,0,2005
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1501,R3,329 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1502,R3,331 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1503,R3,333 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1504,R3,335 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1505,R3,337 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1506,R3,339 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1507,R3,341 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1508,R3,343 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1509,R3,121 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1510,R3,123 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1511,R3,125 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1512,R3,127 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1513,R3,129 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1514,R3,131 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1515,R3,133 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1516,R3,135 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1517,R3,137 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1518,R3,139 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1519,R3,141 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1520,R3,143 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1521,R3,145 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1522,R3,147 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1523,R3,149 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1524,R3,151 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1525,R3,153 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1526,R3,155 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1527,R3,157 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1528,R3,159 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1529,R3,161 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1530,R3,163 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1531,R3,165 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1532,R3,167 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1533,R3,169 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1534,R3,171 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1535,R3,172 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1536,R3,174 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1537,R3,168 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1538,R3,170 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1539,R3,164 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1540,R3,166 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1541,R3,160 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1542,R3,162 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1543,R3,156 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1544,R3,158 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1545,R3,152 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1546,R3,154 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1547,R3,148 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1548,R3,150 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1549,R3,144 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1550,R3,146 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1551,R3,140 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1552,R3,142 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1553,R3,136 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1554,R3,138 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1555,R3,132 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1556,R3,134 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1557,R3,128 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1558,R3,130 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1559,R3,124 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1560,R3,126 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1561,R3,120 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1562,R3,122 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1563,R3,116 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1564,R3,118 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1565,R3,112 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1566,R3,114 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1567,R3,108 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1568,R3,110 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1569,R3,104 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1570,R3,106 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1571,R3,100 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1572,R3,102 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1573,R3,101 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1574,R3,103 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1575,R3,105 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1576,R3,107 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1577,R3,109 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1578,R3,111 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1579,R3,113 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1580,R3,115 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1581,R3,117 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1582,R3,119 MERMAID LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1583,R3,131 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1584,R3,133 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1585,R3,135 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1586,R3,137 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1587,R3,139 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1588,R3,141 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1589,R3,143 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1590,R3,145 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1591,R3,147 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1592,R3,149 ADMIRAL LANE                         ,10473,1,0,1,0,0,2006
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1601,R3,53 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1602,R3,55 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1603,R3,57 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1604,R3,59 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1605,R3,61 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1606,R3,63 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1607,R3,65 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1608,R3,67 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1609,R3,69 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1610,R3,71 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1611,R3,73 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1612,R3,75 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1613,R3,77 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1614,R3,79 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1615,R3,81 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1616,R3,83 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1617,R3,85 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1618,R3,87 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1619,R3,89 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1620,R3,91 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1621,R3,93 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1622,R3,95 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1623,R3,97 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1624,R3,99 BEACON LANE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1625,R3,101 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1626,R3,103 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1627,R3,105 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1628,R3,107 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1629,R3,109 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1630,R3,111 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1631,R3,113 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1632,R3,115 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1633,R3,117 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1634,R3,119 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1635,R3,121 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1636,R3,123 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1637,R3,125 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1638,R3,127 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1639,R3,129 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1640,R3,131 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1641,R3,133 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1642,R3,135 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1643,R3,137 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1644,R3,139 BEACON LANE                          ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1645,R3,285 SURF DRIVE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1646,R3,287 SURF DRIVE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1647,R3,289 SURF DRIVE                           ,10473,1,0,1,0,0,2007
2,SOUNDVIEW                ,04  CONDOMINIUMS                            ,1A,3432,1648,R3,291 SURF DRIVE                           ,10473,1,0,1,0,0,2007
