BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS,BLOCK,LOT,BUILDING CLASS,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQ FT,GROSS SQ FT,YEAR BUILT
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1014,R3,2869 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1015,R3,2869 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1016,R3,2865 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1017,R3,2865 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1018,R3,2865 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1019,R3,2861 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1020,R3,2861 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1021,R3,2861 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1022,R3,2857 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1023,R3,2857 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1024,R3,2857 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1025,R3,2853 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1026,R3,2853 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1027,R3,2853 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1028,R3,2849 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1029,R3,2849 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1030,R3,2849 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1031,R3,2845 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1032,R3,2845 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1033,R3,2845 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1034,R3,2841 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1035,R3,2841 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1036,R3,2841 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1037,R3,2837 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1038,R3,2837 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1039,R3,2837 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1040,R3,2833 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1041,R3,2833 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1042,R3,2833 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1101,R3,2829 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1102,R3,2829 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1103,R3,2829 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1104,R3,2825 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1105,R3,2825 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1106,R3,2825 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1107,R3,2821 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1108,R3,2821 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1109,R3,2821 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1110,R3,2817 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1111,R3,2817 ELY AVENUE,10469,1,0,1,0,0,2008
2,BAYCHESTER,04  CONDOMINIUMS,1A,4795,1112,R3,2817 ELY AVENUE,10469,1,0,1,0,0,2008
